sigma,theta,kai,inv_zeta,mu,phi_o_y,gamma_w,ksi_w,gamma_p,ksi_p,phi_r,phi_pi,phi_y,z_star_bar,psi_bar,eta,n_k,mu_E,r_E_bar,rho_b,rho_g,rho_w,rho_p,rho_r,rho_nu,rho_z,rho_psi,rho_i,rho_efp,rho_nw,sigma_b,sigma_g,sigma_w,sigma_p,sigma_r,sigma_nu,sigma_z,sigma_psi,sigma_i,sigma_efp,sigma_nw
1.209673,0.358359,3.870813,0.483161,0.901661,0.321574,0.266589,0.347542,0.558431,0.464395,0.553395,1.956186,0.082930,0.360682,0.454368,0.000000,0.000000,0.000000,0.000000,0.834837,0.914344,0.233961,0.971242,0.378931,0.818560,0.046966,0.075160,0.949979,0.000000,0.000000,1.661021,1.006853,0.779779,0.657521,0.571431,0.502801,1.571118,0.546776,1.451988,0.000000,0.000000
1.207399,0.358547,3.836432,0.485642,0.911019,0.329880,0.267809,0.341284,0.557002,0.464955,0.549506,1.954728,0.083655,0.357644,0.449012,0.000000,0.000000,0.000000,0.000000,0.842938,0.903360,0.235813,0.979439,0.385034,0.801421,0.047604,0.075027,0.957665,0.000000,0.000000,1.669043,1.012993,0.783799,0.653957,0.565088,0.505153,1.595007,0.544587,1.434097,0.000000,0.000000
1.207399,0.358547,3.836432,0.485642,0.911019,0.329880,0.267809,0.341284,0.557002,0.464955,0.549506,1.954728,0.083655,0.357644,0.449012,0.000000,0.000000,0.000000,0.000000,0.842938,0.903360,0.235813,0.979439,0.385034,0.801421,0.047604,0.075027,0.957665,0.000000,0.000000,1.669043,1.012993,0.783799,0.653957,0.565088,0.505153,1.595007,0.544587,1.434097,0.000000,0.000000
1.196643,0.362897,3.833281,0.483262,0.910610,0.335692,0.271520,0.342777,0.562454,0.467911,0.552613,1.958873,0.084526,0.360091,0.452788,0.000000,0.000000,0.000000,0.000000,0.847969,0.906786,0.238090,0.987585,0.384781,0.802671,0.046610,0.076088,0.954302,0.000000,0.000000,1.674830,1.008527,0.784221,0.646261,0.552442,0.504582,1.607897,0.544711,1.408743,0.000000,0.000000
1.196643,0.362897,3.833281,0.483262,0.910610,0.335692,0.271520,0.342777,0.562454,0.467911,0.552613,1.958873,0.084526,0.360091,0.452788,0.000000,0.000000,0.000000,0.000000,0.847969,0.906786,0.238090,0.987585,0.384781,0.802671,0.046610,0.076088,0.954302,0.000000,0.000000,1.674830,1.008527,0.784221,0.646261,0.552442,0.504582,1.607897,0.544711,1.408743,0.000000,0.000000
1.196643,0.362897,3.833281,0.483262,0.910610,0.335692,0.271520,0.342777,0.562454,0.467911,0.552613,1.958873,0.084526,0.360091,0.452788,0.000000,0.000000,0.000000,0.000000,0.847969,0.906786,0.238090,0.987585,0.384781,0.802671,0.046610,0.076088,0.954302,0.000000,0.000000,1.674830,1.008527,0.784221,0.646261,0.552442,0.504582,1.607897,0.544711,1.408743,0.000000,0.000000
1.196643,0.362897,3.833281,0.483262,0.910610,0.335692,0.271520,0.342777,0.562454,0.467911,0.552613,1.958873,0.084526,0.360091,0.452788,0.000000,0.000000,0.000000,0.000000,0.847969,0.906786,0.238090,0.987585,0.384781,0.802671,0.046610,0.076088,0.954302,0.000000,0.000000,1.674830,1.008527,0.784221,0.646261,0.552442,0.504582,1.607897,0.544711,1.408743,0.000000,0.000000
1.196643,0.362897,3.833281,0.483262,0.910610,0.335692,0.271520,0.342777,0.562454,0.467911,0.552613,1.958873,0.084526,0.360091,0.452788,0.000000,0.000000,0.000000,0.000000,0.847969,0.906786,0.238090,0.987585,0.384781,0.802671,0.046610,0.076088,0.954302,0.000000,0.000000,1.674830,1.008527,0.784221,0.646261,0.552442,0.504582,1.607897,0.544711,1.408743,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.170503,0.364635,3.791292,0.475020,0.905164,0.338981,0.275694,0.348517,0.564442,0.467602,0.544466,1.995804,0.084900,0.358663,0.460268,0.000000,0.000000,0.000000,0.000000,0.850750,0.893362,0.236729,0.975679,0.389102,0.822836,0.046787,0.074120,0.959091,0.000000,0.000000,1.663853,1.014396,0.773260,0.648545,0.554467,0.505489,1.629869,0.544606,1.385270,0.000000,0.000000
1.149252,0.367428,3.781406,0.473632,0.896991,0.340567,0.270418,0.353455,0.584170,0.463319,0.550683,1.996961,0.086075,0.357758,0.453604,0.000000,0.000000,0.000000,0.000000,0.838207,0.888060,0.235156,0.979911,0.393602,0.821525,0.046847,0.076737,0.964847,0.000000,0.000000,1.646969,1.024614,0.774090,0.648127,0.553787,0.504115,1.611707,0.553543,1.372357,0.000000,0.000000
1.156077,0.368373,3.788986,0.473118,0.895114,0.334331,0.271538,0.357293,0.602555,0.465364,0.557050,1.980111,0.085077,0.358408,0.455070,0.000000,0.000000,0.000000,0.000000,0.839640,0.879395,0.235202,0.960169,0.391538,0.817661,0.047420,0.077757,0.960832,0.000000,0.000000,1.638297,1.025078,0.775467,0.648721,0.557400,0.504403,1.619483,0.548855,1.357765,0.000000,0.000000
1.156077,0.368373,3.788986,0.473118,0.895114,0.334331,0.271538,0.357293,0.602555,0.465364,0.557050,1.980111,0.085077,0.358408,0.455070,0.000000,0.000000,0.000000,0.000000,0.839640,0.879395,0.235202,0.960169,0.391538,0.817661,0.047420,0.077757,0.960832,0.000000,0.000000,1.638297,1.025078,0.775467,0.648721,0.557400,0.504403,1.619483,0.548855,1.357765,0.000000,0.000000
1.156077,0.368373,3.788986,0.473118,0.895114,0.334331,0.271538,0.357293,0.602555,0.465364,0.557050,1.980111,0.085077,0.358408,0.455070,0.000000,0.000000,0.000000,0.000000,0.839640,0.879395,0.235202,0.960169,0.391538,0.817661,0.047420,0.077757,0.960832,0.000000,0.000000,1.638297,1.025078,0.775467,0.648721,0.557400,0.504403,1.619483,0.548855,1.357765,0.000000,0.000000
1.156077,0.368373,3.788986,0.473118,0.895114,0.334331,0.271538,0.357293,0.602555,0.465364,0.557050,1.980111,0.085077,0.358408,0.455070,0.000000,0.000000,0.000000,0.000000,0.839640,0.879395,0.235202,0.960169,0.391538,0.817661,0.047420,0.077757,0.960832,0.000000,0.000000,1.638297,1.025078,0.775467,0.648721,0.557400,0.504403,1.619483,0.548855,1.357765,0.000000,0.000000
1.167849,0.372029,3.785208,0.466255,0.879407,0.330375,0.275642,0.356573,0.607284,0.460380,0.551727,1.971737,0.084229,0.360838,0.452433,0.000000,0.000000,0.000000,0.000000,0.827224,0.881293,0.238282,0.959962,0.395531,0.814773,0.047034,0.078979,0.965258,0.000000,0.000000,1.649113,1.032584,0.768099,0.645278,0.559513,0.505179,1.646187,0.554882,1.355903,0.000000,0.000000
1.167849,0.372029,3.785208,0.466255,0.879407,0.330375,0.275642,0.356573,0.607284,0.460380,0.551727,1.971737,0.084229,0.360838,0.452433,0.000000,0.000000,0.000000,0.000000,0.827224,0.881293,0.238282,0.959962,0.395531,0.814773,0.047034,0.078979,0.965258,0.000000,0.000000,1.649113,1.032584,0.768099,0.645278,0.559513,0.505179,1.646187,0.554882,1.355903,0.000000,0.000000
1.167849,0.372029,3.785208,0.466255,0.879407,0.330375,0.275642,0.356573,0.607284,0.460380,0.551727,1.971737,0.084229,0.360838,0.452433,0.000000,0.000000,0.000000,0.000000,0.827224,0.881293,0.238282,0.959962,0.395531,0.814773,0.047034,0.078979,0.965258,0.000000,0.000000,1.649113,1.032584,0.768099,0.645278,0.559513,0.505179,1.646187,0.554882,1.355903,0.000000,0.000000
1.167849,0.372029,3.785208,0.466255,0.879407,0.330375,0.275642,0.356573,0.607284,0.460380,0.551727,1.971737,0.084229,0.360838,0.452433,0.000000,0.000000,0.000000,0.000000,0.827224,0.881293,0.238282,0.959962,0.395531,0.814773,0.047034,0.078979,0.965258,0.000000,0.000000,1.649113,1.032584,0.768099,0.645278,0.559513,0.505179,1.646187,0.554882,1.355903,0.000000,0.000000
1.167849,0.372029,3.785208,0.466255,0.879407,0.330375,0.275642,0.356573,0.607284,0.460380,0.551727,1.971737,0.084229,0.360838,0.452433,0.000000,0.000000,0.000000,0.000000,0.827224,0.881293,0.238282,0.959962,0.395531,0.814773,0.047034,0.078979,0.965258,0.000000,0.000000,1.649113,1.032584,0.768099,0.645278,0.559513,0.505179,1.646187,0.554882,1.355903,0.000000,0.000000
1.178320,0.374159,3.775803,0.464608,0.892470,0.330425,0.273914,0.370499,0.611449,0.466053,0.557455,1.993391,0.084673,0.359181,0.457267,0.000000,0.000000,0.000000,0.000000,0.834418,0.881990,0.237848,0.958998,0.395159,0.803787,0.047619,0.077425,0.965871,0.000000,0.000000,1.662363,1.045824,0.767044,0.649756,0.553812,0.505295,1.658714,0.551113,1.367039,0.000000,0.000000
1.158719,0.379427,3.812273,0.465916,0.883372,0.329370,0.265773,0.377012,0.614425,0.467746,0.563562,1.995001,0.083867,0.358780,0.449127,0.000000,0.000000,0.000000,0.000000,0.824368,0.875615,0.235898,0.962286,0.398854,0.794505,0.047510,0.076874,0.960458,0.000000,0.000000,1.656548,1.044484,0.764491,0.651566,0.547294,0.503689,1.647080,0.547059,1.362895,0.000000,0.000000
1.158719,0.379427,3.812273,0.465916,0.883372,0.329370,0.265773,0.377012,0.614425,0.467746,0.563562,1.995001,0.083867,0.358780,0.449127,0.000000,0.000000,0.000000,0.000000,0.824368,0.875615,0.235898,0.962286,0.398854,0.794505,0.047510,0.076874,0.960458,0.000000,0.000000,1.656548,1.044484,0.764491,0.651566,0.547294,0.503689,1.647080,0.547059,1.362895,0.000000,0.000000
1.168215,0.385347,3.824149,0.474730,0.895091,0.332783,0.256509,0.365820,0.615829,0.459743,0.568891,1.997425,0.084115,0.360498,0.445815,0.000000,0.000000,0.000000,0.000000,0.820977,0.883435,0.236770,0.963768,0.392359,0.800400,0.048109,0.074436,0.958539,0.000000,0.000000,1.640896,1.034417,0.753417,0.646591,0.547957,0.508575,1.639219,0.546695,1.347890,0.000000,0.000000
1.151974,0.385230,3.872269,0.476952,0.887407,0.330479,0.262766,0.364640,0.625590,0.464877,0.572403,1.981099,0.085533,0.359981,0.443963,0.000000,0.000000,0.000000,0.000000,0.819011,0.891809,0.232885,0.971387,0.393015,0.802985,0.047675,0.075809,0.954925,0.000000,0.000000,1.670110,1.019969,0.751182,0.643892,0.545951,0.509407,1.645360,0.550900,1.343363,0.000000,0.000000
1.146894,0.386526,3.841819,0.477241,0.896986,0.330800,0.271900,0.370937,0.616671,0.457970,0.568216,2.012242,0.084923,0.352971,0.442306,0.000000,0.000000,0.000000,0.000000,0.819248,0.888787,0.235748,0.976355,0.389716,0.807459,0.048503,0.076481,0.953659,0.000000,0.000000,1.697405,1.026173,0.749993,0.638205,0.543864,0.506058,1.655012,0.559078,1.345109,0.000000,0.000000
1.145928,0.386275,3.858258,0.477556,0.873566,0.326937,0.276475,0.370712,0.612640,0.456203,0.563563,2.024765,0.082871,0.349577,0.452570,0.000000,0.000000,0.000000,0.000000,0.809720,0.889615,0.233292,0.968461,0.394260,0.813784,0.048113,0.076225,0.956433,0.000000,0.000000,1.687491,1.042245,0.759904,0.635868,0.541472,0.507983,1.677198,0.555303,1.345266,0.000000,0.000000
1.145928,0.386275,3.858258,0.477556,0.873566,0.326937,0.276475,0.370712,0.612640,0.456203,0.563563,2.024765,0.082871,0.349577,0.452570,0.000000,0.000000,0.000000,0.000000,0.809720,0.889615,0.233292,0.968461,0.394260,0.813784,0.048113,0.076225,0.956433,0.000000,0.000000,1.687491,1.042245,0.759904,0.635868,0.541472,0.507983,1.677198,0.555303,1.345266,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.156088,0.390824,3.878640,0.489902,0.879560,0.325958,0.275523,0.365286,0.606083,0.454001,0.560284,2.057457,0.084624,0.349728,0.448202,0.000000,0.000000,0.000000,0.000000,0.806873,0.899801,0.235781,0.957304,0.395176,0.832301,0.048406,0.076903,0.951425,0.000000,0.000000,1.655123,1.056381,0.771429,0.643120,0.545603,0.501489,1.692330,0.559623,1.364954,0.000000,0.000000
1.149631,0.391951,3.898610,0.490989,0.875825,0.321229,0.272158,0.366789,0.617485,0.447139,0.571496,2.055787,0.085818,0.348136,0.444721,0.000000,0.000000,0.000000,0.000000,0.808236,0.921353,0.237941,0.964717,0.391576,0.853108,0.047917,0.074880,0.937470,0.000000,0.000000,1.624034,1.038211,0.769752,0.643669,0.542387,0.505927,1.704845,0.558614,1.393370,0.000000,0.000000
1.147946,0.394751,3.873807,0.487261,0.877663,0.317462,0.275861,0.370573,0.611952,0.448783,0.570544,2.018578,0.085728,0.350294,0.445723,0.000000,0.000000,0.000000,0.000000,0.801156,0.922423,0.234299,0.967853,0.384393,0.862376,0.048097,0.074750,0.927774,0.000000,0.000000,1.627053,1.045433,0.779379,0.637310,0.547495,0.514531,1.711899,0.555676,1.402715,0.000000,0.000000
1.147946,0.394751,3.873807,0.487261,0.877663,0.317462,0.275861,0.370573,0.611952,0.448783,0.570544,2.018578,0.085728,0.350294,0.445723,0.000000,0.000000,0.000000,0.000000,0.801156,0.922423,0.234299,0.967853,0.384393,0.862376,0.048097,0.074750,0.927774,0.000000,0.000000,1.627053,1.045433,0.779379,0.637310,0.547495,0.514531,1.711899,0.555676,1.402715,0.000000,0.000000
1.137788,0.390471,3.902195,0.489396,0.878833,0.321290,0.279944,0.373756,0.595984,0.453044,0.568743,1.999933,0.085859,0.346740,0.440187,0.000000,0.000000,0.000000,0.000000,0.806070,0.911902,0.236741,0.965391,0.386219,0.863864,0.048000,0.073713,0.931632,0.000000,0.000000,1.607447,1.043286,0.774600,0.634983,0.556537,0.517915,1.695484,0.561020,1.406750,0.000000,0.000000
1.137788,0.390471,3.902195,0.489396,0.878833,0.321290,0.279944,0.373756,0.595984,0.453044,0.568743,1.999933,0.085859,0.346740,0.440187,0.000000,0.000000,0.000000,0.000000,0.806070,0.911902,0.236741,0.965391,0.386219,0.863864,0.048000,0.073713,0.931632,0.000000,0.000000,1.607447,1.043286,0.774600,0.634983,0.556537,0.517915,1.695484,0.561020,1.406750,0.000000,0.000000
1.149258,0.391371,3.906067,0.483271,0.860031,0.321054,0.278228,0.376858,0.592976,0.451933,0.575056,1.991211,0.085722,0.340004,0.433542,0.000000,0.000000,0.000000,0.000000,0.800354,0.911548,0.239159,0.987307,0.384495,0.847196,0.048410,0.075338,0.918945,0.000000,0.000000,1.557353,1.037811,0.761536,0.630213,0.556397,0.516810,1.686925,0.559886,1.425624,0.000000,0.000000
1.135266,0.396794,3.894813,0.475885,0.854431,0.323160,0.276011,0.372636,0.594322,0.456018,0.573305,1.988320,0.086322,0.331073,0.429850,0.000000,0.000000,0.000000,0.000000,0.792303,0.906780,0.240060,0.983374,0.388622,0.835051,0.049550,0.077061,0.921359,0.000000,0.000000,1.571941,1.032250,0.748604,0.622599,0.554268,0.516710,1.634916,0.550129,1.425642,0.000000,0.000000
1.135266,0.396794,3.894813,0.475885,0.854431,0.323160,0.276011,0.372636,0.594322,0.456018,0.573305,1.988320,0.086322,0.331073,0.429850,0.000000,0.000000,0.000000,0.000000,0.792303,0.906780,0.240060,0.983374,0.388622,0.835051,0.049550,0.077061,0.921359,0.000000,0.000000,1.571941,1.032250,0.748604,0.622599,0.554268,0.516710,1.634916,0.550129,1.425642,0.000000,0.000000
1.148967,0.399887,3.932961,0.474034,0.872751,0.321282,0.273002,0.374399,0.597541,0.469688,0.576975,1.961159,0.085906,0.337559,0.426474,0.000000,0.000000,0.000000,0.000000,0.793281,0.916952,0.239363,0.981043,0.395285,0.837080,0.049580,0.073741,0.913927,0.000000,0.000000,1.558255,1.020880,0.751396,0.616136,0.552156,0.517077,1.654419,0.554985,1.421526,0.000000,0.000000
1.148967,0.399887,3.932961,0.474034,0.872751,0.321282,0.273002,0.374399,0.597541,0.469688,0.576975,1.961159,0.085906,0.337559,0.426474,0.000000,0.000000,0.000000,0.000000,0.793281,0.916952,0.239363,0.981043,0.395285,0.837080,0.049580,0.073741,0.913927,0.000000,0.000000,1.558255,1.020880,0.751396,0.616136,0.552156,0.517077,1.654419,0.554985,1.421526,0.000000,0.000000
1.138818,0.406258,3.890187,0.485340,0.874544,0.318781,0.269482,0.377064,0.589471,0.469269,0.576806,1.922182,0.086047,0.339122,0.426406,0.000000,0.000000,0.000000,0.000000,0.797899,0.919666,0.238893,0.972090,0.398350,0.836797,0.048906,0.072325,0.924650,0.000000,0.000000,1.534608,1.026228,0.757734,0.620043,0.551164,0.518146,1.663180,0.548033,1.429503,0.000000,0.000000
1.138818,0.406258,3.890187,0.485340,0.874544,0.318781,0.269482,0.377064,0.589471,0.469269,0.576806,1.922182,0.086047,0.339122,0.426406,0.000000,0.000000,0.000000,0.000000,0.797899,0.919666,0.238893,0.972090,0.398350,0.836797,0.048906,0.072325,0.924650,0.000000,0.000000,1.534608,1.026228,0.757734,0.620043,0.551164,0.518146,1.663180,0.548033,1.429503,0.000000,0.000000
1.155458,0.402535,3.878467,0.467478,0.872964,0.317391,0.264318,0.380142,0.588563,0.468490,0.577267,1.874811,0.085017,0.339636,0.421999,0.000000,0.000000,0.000000,0.000000,0.795692,0.918158,0.242821,0.989081,0.400162,0.839131,0.049328,0.070992,0.915341,0.000000,0.000000,1.560462,1.020824,0.762404,0.623799,0.551530,0.511100,1.660890,0.561236,1.440641,0.000000,0.000000
1.155458,0.402535,3.878467,0.467478,0.872964,0.317391,0.264318,0.380142,0.588563,0.468490,0.577267,1.874811,0.085017,0.339636,0.421999,0.000000,0.000000,0.000000,0.000000,0.795692,0.918158,0.242821,0.989081,0.400162,0.839131,0.049328,0.070992,0.915341,0.000000,0.000000,1.560462,1.020824,0.762404,0.623799,0.551530,0.511100,1.660890,0.561236,1.440641,0.000000,0.000000
1.155458,0.402535,3.878467,0.467478,0.872964,0.317391,0.264318,0.380142,0.588563,0.468490,0.577267,1.874811,0.085017,0.339636,0.421999,0.000000,0.000000,0.000000,0.000000,0.795692,0.918158,0.242821,0.989081,0.400162,0.839131,0.049328,0.070992,0.915341,0.000000,0.000000,1.560462,1.020824,0.762404,0.623799,0.551530,0.511100,1.660890,0.561236,1.440641,0.000000,0.000000
1.155458,0.402535,3.878467,0.467478,0.872964,0.317391,0.264318,0.380142,0.588563,0.468490,0.577267,1.874811,0.085017,0.339636,0.421999,0.000000,0.000000,0.000000,0.000000,0.795692,0.918158,0.242821,0.989081,0.400162,0.839131,0.049328,0.070992,0.915341,0.000000,0.000000,1.560462,1.020824,0.762404,0.623799,0.551530,0.511100,1.660890,0.561236,1.440641,0.000000,0.000000
1.155458,0.402535,3.878467,0.467478,0.872964,0.317391,0.264318,0.380142,0.588563,0.468490,0.577267,1.874811,0.085017,0.339636,0.421999,0.000000,0.000000,0.000000,0.000000,0.795692,0.918158,0.242821,0.989081,0.400162,0.839131,0.049328,0.070992,0.915341,0.000000,0.000000,1.560462,1.020824,0.762404,0.623799,0.551530,0.511100,1.660890,0.561236,1.440641,0.000000,0.000000
1.172612,0.397227,3.892863,0.462790,0.882287,0.317907,0.273772,0.378249,0.588647,0.473253,0.566657,1.860713,0.086115,0.333350,0.422002,0.000000,0.000000,0.000000,0.000000,0.781223,0.922850,0.241332,0.989195,0.397553,0.841196,0.049490,0.069994,0.913804,0.000000,0.000000,1.574405,1.014261,0.768676,0.633828,0.560920,0.504703,1.628817,0.560508,1.453485,0.000000,0.000000
1.157588,0.401918,3.927967,0.465998,0.887807,0.318456,0.273665,0.374624,0.588023,0.473331,0.559175,1.863318,0.086788,0.333313,0.425305,0.000000,0.000000,0.000000,0.000000,0.790883,0.936031,0.241943,0.971202,0.402099,0.837827,0.049372,0.069464,0.911406,0.000000,0.000000,1.583629,1.017838,0.749773,0.635277,0.556437,0.512436,1.636175,0.570922,1.432739,0.000000,0.000000
1.146606,0.400073,3.922414,0.465217,0.905709,0.310766,0.272222,0.378635,0.579209,0.466680,0.559118,1.869664,0.086028,0.335604,0.428745,0.000000,0.000000,0.000000,0.000000,0.778532,0.937323,0.244767,0.971891,0.395777,0.819823,0.049859,0.071948,0.919523,0.000000,0.000000,1.601989,1.007714,0.765849,0.638786,0.566295,0.516540,1.613046,0.583213,1.408053,0.000000,0.000000
1.146606,0.400073,3.922414,0.465217,0.905709,0.310766,0.272222,0.378635,0.579209,0.466680,0.559118,1.869664,0.086028,0.335604,0.428745,0.000000,0.000000,0.000000,0.000000,0.778532,0.937323,0.244767,0.971891,0.395777,0.819823,0.049859,0.071948,0.919523,0.000000,0.000000,1.601989,1.007714,0.765849,0.638786,0.566295,0.516540,1.613046,0.583213,1.408053,0.000000,0.000000
1.146606,0.400073,3.922414,0.465217,0.905709,0.310766,0.272222,0.378635,0.579209,0.466680,0.559118,1.869664,0.086028,0.335604,0.428745,0.000000,0.000000,0.000000,0.000000,0.778532,0.937323,0.244767,0.971891,0.395777,0.819823,0.049859,0.071948,0.919523,0.000000,0.000000,1.601989,1.007714,0.765849,0.638786,0.566295,0.516540,1.613046,0.583213,1.408053,0.000000,0.000000
1.148924,0.397696,3.934166,0.474951,0.901567,0.308711,0.273024,0.385815,0.584469,0.465390,0.548967,1.851666,0.085529,0.333370,0.422939,0.000000,0.000000,0.000000,0.000000,0.778867,0.930690,0.249130,0.967607,0.401308,0.807864,0.049683,0.070556,0.924434,0.000000,0.000000,1.597181,1.002693,0.773535,0.625375,0.563031,0.512210,1.643873,0.590121,1.444982,0.000000,0.000000
1.148924,0.397696,3.934166,0.474951,0.901567,0.308711,0.273024,0.385815,0.584469,0.465390,0.548967,1.851666,0.085529,0.333370,0.422939,0.000000,0.000000,0.000000,0.000000,0.778867,0.930690,0.249130,0.967607,0.401308,0.807864,0.049683,0.070556,0.924434,0.000000,0.000000,1.597181,1.002693,0.773535,0.625375,0.563031,0.512210,1.643873,0.590121,1.444982,0.000000,0.000000
1.149765,0.399058,3.970690,0.474025,0.904759,0.310743,0.277403,0.386991,0.589531,0.463421,0.539314,1.816085,0.086277,0.332686,0.423966,0.000000,0.000000,0.000000,0.000000,0.780867,0.927178,0.249683,0.979751,0.395955,0.811245,0.048700,0.071055,0.931418,0.000000,0.000000,1.579370,0.979793,0.777338,0.619808,0.560517,0.514458,1.642478,0.584451,1.462578,0.000000,0.000000
1.152407,0.395203,3.980089,0.473730,0.910481,0.319938,0.278075,0.387477,0.603696,0.456665,0.550670,1.838987,0.087084,0.334931,0.417683,0.000000,0.000000,0.000000,0.000000,0.779710,0.899598,0.251814,0.970722,0.398754,0.817503,0.047889,0.073115,0.927470,0.000000,0.000000,1.581659,0.972584,0.790047,0.622422,0.567003,0.510045,1.657351,0.591953,1.462275,0.000000,0.000000
1.152407,0.395203,3.980089,0.473730,0.910481,0.319938,0.278075,0.387477,0.603696,0.456665,0.550670,1.838987,0.087084,0.334931,0.417683,0.000000,0.000000,0.000000,0.000000,0.779710,0.899598,0.251814,0.970722,0.398754,0.817503,0.047889,0.073115,0.927470,0.000000,0.000000,1.581659,0.972584,0.790047,0.622422,0.567003,0.510045,1.657351,0.591953,1.462275,0.000000,0.000000
1.161285,0.389316,3.975030,0.482280,0.912035,0.323127,0.272324,0.384434,0.593118,0.460590,0.548491,1.844233,0.087133,0.342381,0.421060,0.000000,0.000000,0.000000,0.000000,0.781438,0.907574,0.252134,0.966779,0.396160,0.807380,0.048882,0.076495,0.949017,0.000000,0.000000,1.555270,0.961660,0.792520,0.626948,0.566683,0.507291,1.652502,0.590451,1.485481,0.000000,0.000000
